x_position/Potential,0,1,2,3,4,
0.895792,0.018717,0.015855,0.018605,0.020195,0.018041,
0.897796,0.018365,0.015556,0.018262,0.019822,0.017706,
0.899800,0.018012,0.015257,0.017919,0.019449,0.017370,
0.901804,0.017659,0.014958,0.017575,0.019075,0.017034,
0.903808,0.017307,0.014659,0.017231,0.018701,0.016698,
0.905812,0.016954,0.014360,0.016887,0.018326,0.016361,
0.907816,0.016601,0.014061,0.016542,0.017951,0.016024,
0.909820,0.016249,0.013762,0.016196,0.017576,0.015687,
0.911824,0.015896,0.013463,0.015850,0.017200,0.015350,
0.913828,0.015543,0.013164,0.015504,0.016824,0.015013,
0.915832,0.015190,0.012865,0.015158,0.016447,0.014675,
0.917836,0.014837,0.012566,0.014811,0.016070,0.014337,
0.919840,0.014484,0.012267,0.014463,0.015693,0.013999,
0.921844,0.014131,0.011968,0.014115,0.015315,0.013660,
0.923848,0.013778,0.011669,0.013767,0.014937,0.013322,
0.925852,0.013425,0.011369,0.013419,0.014558,0.012983,
0.927856,0.013072,0.011070,0.013070,0.014180,0.012644,
0.929860,0.012719,0.010771,0.012721,0.013800,0.012304,
0.931864,0.012366,0.010472,0.012371,0.013421,0.011965,
0.933868,0.012013,0.010173,0.012021,0.013041,0.011625,
0.935872,0.011660,0.009874,0.011671,0.012661,0.011285,
0.937876,0.011307,0.009575,0.011321,0.012280,0.010945,
0.939880,0.010954,0.009275,0.010970,0.011900,0.010605,
0.941884,0.010601,0.008976,0.010619,0.011518,0.010265,
0.943888,0.010248,0.008677,0.010268,0.011137,0.009924,
0.945892,0.009894,0.008378,0.009916,0.010756,0.009583,
0.947896,0.009541,0.008079,0.009564,0.010374,0.009242,
0.949900,0.009188,0.007780,0.009212,0.009992,0.008901,
0.951904,0.008835,0.007480,0.008860,0.009609,0.008560,
0.953908,0.008481,0.007181,0.008507,0.009227,0.008219,
0.955912,0.008128,0.006882,0.008154,0.008844,0.007877,
0.957916,0.007775,0.006583,0.007801,0.008461,0.007536,
0.959920,0.007422,0.006284,0.007448,0.008078,0.007194,
0.961924,0.007068,0.005984,0.007095,0.007694,0.006852,
0.963928,0.006715,0.005685,0.006741,0.007311,0.006510,
0.965932,0.006362,0.005386,0.006387,0.006927,0.006168,
0.967936,0.006008,0.005087,0.006033,0.006543,0.005826,
0.969940,0.005655,0.004788,0.005679,0.006159,0.005484,
0.971944,0.005301,0.004488,0.005325,0.005775,0.005142,
0.973948,0.004948,0.004189,0.004971,0.005390,0.004799,
0.975952,0.004595,0.003890,0.004616,0.005006,0.004457,
0.977956,0.004241,0.003591,0.004262,0.004621,0.004114,
0.979960,0.003888,0.003292,0.003907,0.004237,0.003772,
0.981964,0.003534,0.002992,0.003552,0.003852,0.003429,
0.983968,0.003181,0.002693,0.003197,0.003467,0.003086,
0.985972,0.002828,0.002394,0.002842,0.003082,0.002743,
0.987976,0.002474,0.002095,0.002487,0.002697,0.002401,
0.989980,0.002121,0.001795,0.002132,0.002312,0.002058,
0.991984,0.001767,0.001496,0.001777,0.001926,0.001715,
0.993988,0.001414,0.001197,0.001421,0.001541,0.001372,
0.995992,0.001060,0.000898,0.001066,0.001156,0.001029,
0.997996,0.000707,0.000598,0.000711,0.000771,0.000686,
1.000000,0.000353,0.000299,0.000355,0.000385,0.000343,
